,Day,o3_AQI,f0_,f1_,f2_,f3_,f4_,f5_,f6_,Location,DayLoc
68,1990-03-10,28.606666666666666,31.813333333333333,0.42,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-10 Colorado Denver
69,1990-03-11,25.52112676056338,28.647887323943664,1.0,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-11 Colorado Denver
70,1990-03-12,24.50889679715302,27.1014234875445,0.1165480427046262,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-12 Colorado Denver
71,1990-03-13,27.231578947368416,30.50526315789473,1.2526315789473683,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-13 Colorado Denver
72,1990-03-14,26.619047619047624,30.27380952380953,0.8392857142857146,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-14 Colorado Denver
73,1990-03-15,30.02702702702703,34.73873873873873,1.207207207207208,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-15 Colorado Denver
74,1990-03-16,30.666666666666664,34.79012345679013,0.8271604938271612,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-16 Colorado Denver
75,1990-03-17,28.07594936708861,31.02531645569621,0.7974683544303796,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-17 Colorado Denver
76,1990-03-18,18.00446428571427,19.729464285714275,0.0749999999999999,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-18 Colorado Denver
77,1990-03-19,27.02298850574713,30.126436781609197,1.6321839080459772,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-19 Colorado Denver
78,1990-03-20,26.818181818181827,29.772727272727263,0.8011363636363638,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-20 Colorado Denver
79,1990-03-21,31.06194690265486,34.38938053097344,1.2566371681415924,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-21 Colorado Denver
80,1990-03-22,33.67836257309941,37.74853801169588,0.8304093567251465,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-22 Colorado Denver
81,1990-03-23,29.692307692307693,33.53846153846155,1.5128205128205126,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-23 Colorado Denver
82,1990-03-24,22.037300177619866,24.330373001776213,0.069271758436945,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-24 Colorado Denver
83,1990-03-25,26.576923076923077,28.935897435897445,0.9102564102564102,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-25 Colorado Denver
84,1990-03-26,30.81927710843374,34.373493975903614,0.861445783132531,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-26 Colorado Denver
85,1990-03-27,33.33913043478261,37.63478260869565,1.2347826086956517,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-27 Colorado Denver
86,1990-03-28,34.408805031446526,39.15094339622641,0.8930817610062898,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-28 Colorado Denver
87,1990-03-29,34.88372093023257,39.38372093023255,1.651162790697675,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-29 Colorado Denver
88,1990-03-30,24.37366548042702,26.749110320284704,0.1316725978647687,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-30 Colorado Denver
89,1990-03-31,34.21052631578948,39.32894736842107,0.8289473684210525,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-03-31 Colorado Denver
90,1990-04-01,27.276073619631905,29.938650306748468,0.4355828220858899,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-01 Colorado Denver
91,1990-04-02,25.67741935483871,28.215053763440864,1.5268817204301082,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-02 Colorado Denver
92,1990-04-03,28.290322580645164,31.68387096774193,0.7677419354838714,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-03 Colorado Denver
93,1990-04-04,26.07594936708861,28.9240506329114,2.962025316455696,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-04 Colorado Denver
94,1990-04-05,22.86690017513132,24.96147110332748,0.1628721541155865,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-05 Colorado Denver
95,1990-04-06,29.78205128205128,33.29487179487182,1.7179487179487178,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-06 Colorado Denver
96,1990-04-07,26.55414012738854,29.343949044585983,0.4012738853503186,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-07 Colorado Denver
97,1990-04-08,23.13483146067416,25.43820224719101,0.797752808988764,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-08 Colorado Denver
98,1990-04-09,31.6291390728477,35.96688741721855,0.9403973509933778,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-09 Colorado Denver
99,1990-04-10,29.45555555555556,32.82222222222222,2.6777777777777785,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-10 Colorado Denver
100,1990-04-11,20.105451295799813,22.107238605898136,0.151921358355675,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-11 Colorado Denver
101,1990-04-12,25.71604938271605,28.77777777777777,1.641975308641976,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-12 Colorado Denver
102,1990-04-13,26.532894736842103,29.309210526315788,0.8355263157894741,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-13 Colorado Denver
103,1990-04-14,25.21951219512195,27.87804878048781,0.7560975609756099,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-14 Colorado Denver
104,1990-04-15,23.07971014492754,25.282608695652176,0.5144927536231882,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-15 Colorado Denver
105,1990-04-16,31.088607594936708,34.594936708860764,3.2531645569620267,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-16 Colorado Denver
106,1990-04-17,20.402493321460422,22.273374888691,0.1647373107747105,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-17 Colorado Denver
107,1990-04-18,22.83720930232559,24.790697674418603,1.651162790697674,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-18 Colorado Denver
108,1990-04-19,28.506329113924053,31.462025316455694,0.7468354430379747,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-19 Colorado Denver
109,1990-04-20,28.63440860215054,31.58064516129032,1.4408602150537646,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-20 Colorado Denver
110,1990-04-21,23.598540145985403,25.88321167883211,0.4598540145985405,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-21 Colorado Denver
111,1990-04-22,23.653333333333336,25.973333333333336,2.48,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-22 Colorado Denver
112,1990-04-23,28.681159420289887,32.15398550724635,0.1684782608695649,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-23 Colorado Denver
113,1990-04-24,31.14634146341464,37.06097560975609,1.7195121951219507,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-24 Colorado Denver
114,1990-04-25,28.703030303030307,32.36969696969697,0.8606060606060614,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-25 Colorado Denver
115,1990-04-26,29.69607843137254,34.568627450980394,1.3921568627450982,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-26 Colorado Denver
116,1990-04-27,29.52142857142857,34.20714285714287,0.9571428571428576,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-27 Colorado Denver
117,1990-04-28,23.958333333333325,27.583333333333343,2.458333333333333,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-28 Colorado Denver
118,1990-04-29,20.655992680695334,22.666056724611167,0.1061299176578225,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-29 Colorado Denver
119,1990-04-30,26.093333333333337,28.45333333333334,1.8933333333333335,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-04-30 Colorado Denver
120,1990-05-01,27.37058823529412,30.135294117647067,0.6941176470588232,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-01 Colorado Denver
121,1990-05-02,26.12121212121212,28.727272727272734,1.424242424242425,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-02 Colorado Denver
122,1990-05-03,27.45098039215685,29.95424836601308,0.9281045751633992,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-03 Colorado Denver
123,1990-05-04,28.30864197530864,30.87654320987653,3.074074074074073,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-04 Colorado Denver
124,1990-05-05,20.037069726390147,21.782877316857917,0.0882612533097971,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-05 Colorado Denver
125,1990-05-06,21.7,23.84285714285714,1.0142857142857142,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-06 Colorado Denver
126,1990-05-07,28.26143790849673,31.431372549019603,0.8235294117647066,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-07 Colorado Denver
127,1990-05-08,29.309999999999995,32.31999999999999,1.4200000000000004,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-08 Colorado Denver
128,1990-05-09,29.568493150684944,33.69863013698631,0.9246575342465764,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-09 Colorado Denver
129,1990-05-10,26.797619047619047,29.36904761904762,2.5119047619047605,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-10 Colorado Denver
130,1990-05-11,21.857392825896746,24.07086614173231,0.1478565179352578,1.0,100.0,Nevada,Washoe,Sparks,Nevada Washoe,1990-05-11 Nevada Washoe
131,1990-05-12,17.939393939393945,19.363636363636363,0.606060606060606,1.0,100.0,Nevada,Washoe,Sparks,Nevada Washoe,1990-05-12 Nevada Washoe
132,1990-05-13,18.77464788732394,20.373239436619723,0.3380281690140845,1.0,100.0,Nevada,Washoe,Sparks,Nevada Washoe,1990-05-13 Nevada Washoe
133,1990-05-14,23.58241758241759,25.60439560439561,1.307692307692308,1.0,100.0,Nevada,Washoe,Sparks,Nevada Washoe,1990-05-14 Nevada Washoe
134,1990-05-15,26.99324324324324,29.682432432432417,0.9662162162162162,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-15 Colorado Denver
135,1990-05-16,21.418604651162784,23.151162790697683,2.988372093023256,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-16 Colorado Denver
136,1990-05-17,25.097283085013142,28.27344434706396,0.128834355828221,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-17 Colorado Denver
137,1990-05-18,27.02631578947368,30.710526315789476,1.6578947368421058,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-18 Colorado Denver
138,1990-05-19,23.77272727272728,26.82467532467533,0.4090909090909091,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-19 Colorado Denver
139,1990-05-20,17.67032967032967,19.208791208791208,0.7802197802197802,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-20 Colorado Denver
140,1990-05-21,21.10071942446043,23.280575539568343,0.913669064748202,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-21 Colorado Denver
141,1990-05-22,21.311111111111117,23.011111111111106,2.855555555555555,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-22 Colorado Denver
142,1990-05-23,23.676366843033534,26.108465608465632,0.1507936507936506,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-23 Colorado Denver
143,1990-05-24,28.875,32.056818181818194,1.613636363636363,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-24 Colorado Denver
144,1990-05-25,27.331125827814574,29.70198675496688,0.8940397350993382,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-25 Colorado Denver
145,1990-05-26,24.53947368421053,26.53947368421052,0.8289473684210524,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-26 Colorado Denver
146,1990-05-27,24.35074626865672,26.820895522388057,0.4701492537313435,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-27 Colorado Denver
147,1990-05-28,24.698630136986296,27.178082191780817,2.753424657534248,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-28 Colorado Denver
148,1990-05-29,19.82100456621004,21.64474885844752,0.1497716894977169,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-29 Colorado Denver
149,1990-05-30,23.45977011494253,25.839080459770106,1.5402298850574716,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-30 Colorado Denver
150,1990-05-31,28.082278481012672,31.5506329113924,0.8544303797468354,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-05-31 Colorado Denver
151,1990-06-01,27.78888888888889,31.855555555555565,1.4777777777777787,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-01 Colorado Denver
152,1990-06-02,29.000000000000004,32.90697674418603,0.488372093023256,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-02 Colorado Denver
153,1990-06-03,24.422535211267608,28.140845070422543,2.619718309859156,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-03 Colorado Denver
154,1990-06-04,22.60500446827523,24.87399463806971,0.133154602323503,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-04 Colorado Denver
155,1990-06-05,27.820512820512818,31.115384615384617,1.8076923076923077,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-05 Colorado Denver
156,1990-06-06,29.84177215189874,32.65822784810126,0.9050632911392412,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-06 Colorado Denver
157,1990-06-07,27.05208333333334,29.479166666666657,1.479166666666667,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-07 Colorado Denver
158,1990-06-08,27.201342281879203,29.906040268456373,0.8926174496644302,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-08 Colorado Denver
159,1990-06-09,23.89189189189189,25.824324324324326,2.391891891891892,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-09 Colorado Denver
160,1990-06-10,18.702775290957923,20.26947179946286,0.0698299015219337,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-10 Colorado Denver
161,1990-06-11,20.07792207792208,21.909090909090907,1.6493506493506491,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-11 Colorado Denver
162,1990-06-12,26.30379746835443,29.468354430379765,0.8924050632911392,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-12 Colorado Denver
163,1990-06-13,29.821052631578944,34.610526315789485,1.4947368421052636,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-13 Colorado Denver
164,1990-06-14,29.36241610738255,32.402684563758385,0.9530201342281888,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-14 Colorado Denver
165,1990-06-15,25.48101265822785,27.9620253164557,2.569620253164557,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-15 Colorado Denver
166,1990-06-16,26.42124212421239,28.857785778577835,0.0630063006300629,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-16 Colorado Denver
167,1990-06-17,24.90909090909092,27.590909090909093,1.0606060606060603,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-17 Colorado Denver
168,1990-06-18,28.46052631578948,31.230263157894743,0.8815789473684219,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-18 Colorado Denver
169,1990-06-19,23.38947368421053,25.357894736842105,1.157894736842105,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-19 Colorado Denver
170,1990-06-20,25.85064935064936,28.24675324675325,0.7597402597402602,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-20 Colorado Denver
171,1990-06-21,29.166666666666675,31.78205128205128,3.17948717948718,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-21 Colorado Denver
172,1990-06-22,27.99201419698312,31.10292812777287,0.1180124223602485,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-22 Colorado Denver
173,1990-06-23,25.584615384615383,28.369230769230768,0.969230769230769,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-23 Colorado Denver
174,1990-06-24,22.45714285714286,24.47142857142857,0.4999999999999998,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-24 Colorado Denver
175,1990-06-25,29.678160919540232,32.62068965517242,1.1724137931034475,1.0,100.0,Nevada,Washoe,Sparks,Nevada Washoe,1990-06-25 Nevada Washoe
176,1990-06-26,33.058823529411775,36.71241830065357,0.8758169934640527,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-26 Colorado Denver
177,1990-06-27,34.552631578947384,38.105263157894726,3.171052631578947,1.0,100.0,Colorado,Denver,Denver,Colorado Denver,1990-06-27 Colorado Denver
